id,label
30707,0.5
30708,0.5
30709,0.5
30710,0.5
30711,0.5
30712,0.5
30713,0.5
30714,0.5
30715,0.5
30716,0.5
30717,0.5
30718,0.5
30719,0.5
30720,0.5
30721,0.5
30722,0.5
30723,0.5
30724,0.5
30725,0.5
30726,0.5
30727,0.5
30728,0.5
30729,0.5
30730,0.5
30731,0.5
30732,0.5
30733,0.5
30734,0.5
30735,0.5
30736,0.5
30737,0.5
30738,0.5
30739,0.5
30740,0.5
30741,0.5
30742,0.5
30743,0.5
30744,0.5
30745,0.5
30746,0.5
30747,0.5
30748,0.5
30749,0.5
30750,0.5
30751,0.5
30752,0.5
30753,0.5
30754,0.5
30755,0.5
30756,0.5
30757,0.5
30758,0.5
30759,0.5
30760,0.5
30761,0.5
30762,0.5
30763,0.5
30764,0.5
30765,0.5
30766,0.5
30767,0.5
30768,0.5
30769,0.5
30770,0.5
30771,0.5
30772,0.5
30773,0.5
30774,0.5
30775,0.5
30776,0.5
30777,0.5
30778,0.5
30779,0.5
30780,0.5
30781,0.5
30782,0.5
30783,0.5
30784,0.5
30785,0.5
30786,0.5
30787,0.5
30788,0.5
30789,0.5
30790,0.5
30791,0.5
30792,0.5
30793,0.5
30794,0.5
30795,0.5
30796,0.5
30797,0.5
30798,0.5
30799,0.5
30800,0.5
30801,0.5
30802,0.5
30803,0.5
30804,0.5
30805,0.5
30806,0.5
30807,0.5
30808,0.5
30809,0.5
30810,0.5
30811,0.5
30812,0.5
30813,0.5
30814,0.5
30815,0.5
30816,0.5
30817,0.5
30818,0.5
30819,0.5
30820,0.5
30821,0.5
30822,0.5
30823,0.5
30824,0.5
30825,0.5
30826,0.5
30827,0.5
30828,0.5
30829,0.5
30830,0.5
30831,0.5
30832,0.5
30833,0.5
30834,0.5
30835,0.5
30836,0.5
30837,0.5
30838,0.5
30839,0.5
30840,0.5
30841,0.5
30842,0.5
30843,0.5
30844,0.5
30845,0.5
30846,0.5
30847,0.5
30848,0.5
30849,0.5
30850,0.5
30851,0.5
30852,0.5
30853,0.5
30854,0.5
30855,0.5
30856,0.5
30857,0.5
30858,0.5
30859,0.5
30860,0.5
30861,0.5
30862,0.5
30863,0.5
30864,0.5
30865,0.5
30866,0.5
30867,0.5
30868,0.5
30869,0.5
30870,0.5
30871,0.5
30872,0.5
30873,0.5
30874,0.5
30875,0.5
30876,0.5
30877,0.5
30878,0.5
30879,0.5
30880,0.5
30881,0.5
30882,0.5
30883,0.5
30884,0.5
30885,0.5
30886,0.5
30887,0.5
30888,0.5
30889,0.5
30890,0.5
30891,0.5
30892,0.5
30893,0.5
30894,0.5
30895,0.5
30896,0.5
30897,0.5
30898,0.5
30899,0.5
30900,0.5
30901,0.5
30902,0.5
30903,0.5
30904,0.5
30905,0.5
30906,0.5
30907,0.5
30908,0.5
30909,0.5
30910,0.5
30911,0.5
30912,0.5
30913,0.5
30914,0.5
30915,0.5
30916,0.5
30917,0.5
30918,0.5
30919,0.5
30920,0.5
30921,0.5
30922,0.5
30923,0.5
30924,0.5
30925,0.5
30926,0.5
30927,0.5
30928,0.5
30929,0.5
30930,0.5
30931,0.5
30932,0.5
30933,0.5
30934,0.5
30935,0.5
30936,0.5
30937,0.5
30938,0.5
30939,0.5
30940,0.5
30941,0.5
30942,0.5
30943,0.5
30944,0.5
30945,0.5
30946,0.5
30947,0.5
30948,0.5
30949,0.5
30950,0.5
30951,0.5
30952,0.5
30953,0.5
30954,0.5
30955,0.5
30956,0.5
30957,0.5
30958,0.5
30959,0.5
30960,0.5
30961,0.5
30962,0.5
30963,0.5
30964,0.5
30965,0.5
30966,0.5
30967,0.5
30968,0.5
30969,0.5
30970,0.5
30971,0.5
30972,0.5
30973,0.5
30974,0.5
30975,0.5
30976,0.5
30977,0.5
30978,0.5
30979,0.5
30980,0.5
30981,0.5
30982,0.5
30983,0.5
30984,0.5
30985,0.5
30986,0.5
30987,0.5
30988,0.5
30989,0.5
30990,0.5
30991,0.5
30992,0.5
30993,0.5
30994,0.5
30995,0.5
30996,0.5
30997,0.5
30998,0.5
30999,0.5
31000,0.5
31001,0.5
31002,0.5
31003,0.5
31004,0.5
31005,0.5
31006,0.5
31007,0.5
31008,0.5
31009,0.5
31010,0.5
31011,0.5
31012,0.5
31013,0.5
31014,0.5
31015,0.5
31016,0.5
31017,0.5
31018,0.5
31019,0.5
31020,0.5
31021,0.5
31022,0.5
31023,0.5
31024,0.5
31025,0.5
31026,0.5
31027,0.5
31028,0.5
31029,0.5
31030,0.5
31031,0.5
31032,0.5
31033,0.5
31034,0.5
31035,0.5
31036,0.5
31037,0.5
31038,0.5
31039,0.5
31040,0.5
31041,0.5
31042,0.5
31043,0.5
31044,0.5
31045,0.5
31046,0.5
31047,0.5
31048,0.5
31049,0.5
31050,0.5
31051,0.5
31052,0.5
31053,0.5
31054,0.5
31055,0.5
31056,0.5
31057,0.5
31058,0.5
31059,0.5
31060,0.5
31061,0.5
31062,0.5
31063,0.5
31064,0.5
31065,0.5
31066,0.5
31067,0.5
31068,0.5
31069,0.5
31070,0.5
31071,0.5
31072,0.5
31073,0.5
31074,0.5
31075,0.5
31076,0.5
31077,0.5
31078,0.5
31079,0.5
31080,0.5
31081,0.5
31082,0.5
31083,0.5
31084,0.5
31085,0.5
31086,0.5
31087,0.5
31088,0.5
31089,0.5
31090,0.5
31091,0.5
31092,0.5
31093,0.5
31094,0.5
31095,0.5
31096,0.5
31097,0.5
31098,0.5
31099,0.5
31100,0.5
31101,0.5
31102,0.5
31103,0.5
31104,0.5
31105,0.5
31106,0.5
31107,0.5
31108,0.5
31109,0.5
31110,0.5
31111,0.5
31112,0.5
31113,0.5
31114,0.5
31115,0.5
31116,0.5
31117,0.5
31118,0.5
31119,0.5
31120,0.5
31121,0.5
31122,0.5
31123,0.5
31124,0.5
31125,0.5
31126,0.5
31127,0.5
31128,0.5
31129,0.5
31130,0.5
31131,0.5
31132,0.5
31133,0.5
31134,0.5
31135,0.5
31136,0.5
31137,0.5
31138,0.5
31139,0.5
31140,0.5
31141,0.5
31142,0.5
31143,0.5
31144,0.5
31145,0.5
31146,0.5
31147,0.5
31148,0.5
31149,0.5
31150,0.5
31151,0.5
31152,0.5
31153,0.5
31154,0.5
31155,0.5
31156,0.5
31157,0.5
31158,0.5
31159,0.5
31160,0.5
31161,0.5
31162,0.5
31163,0.5
31164,0.5
31165,0.5
31166,0.5
31167,0.5
31168,0.5
31169,0.5
31170,0.5
31171,0.5
31172,0.5
31173,0.5
31174,0.5
31175,0.5
31176,0.5
31177,0.5
31178,0.5
31179,0.5
31180,0.5
31181,0.5
31182,0.5
31183,0.5
31184,0.5
31185,0.5
31186,0.5
31187,0.5
31188,0.5
31189,0.5
31190,0.5
31191,0.5
31192,0.5
31193,0.5
31194,0.5
31195,0.5
31196,0.5
31197,0.5
31198,0.5
31199,0.5
31200,0.5
31201,0.5
31202,0.5
31203,0.5
31204,0.5
31205,0.5
31206,0.5
31207,0.5
31208,0.5
31209,0.5
31210,0.5
31211,0.5
31212,0.5
31213,0.5
31214,0.5
31215,0.5
31216,0.5
31217,0.5
31218,0.5
31219,0.5
31220,0.5
31221,0.5
31222,0.5
31223,0.5
31224,0.5
31225,0.5
31226,0.5
31227,0.5
31228,0.5
31229,0.5
31230,0.5
31231,0.5
31232,0.5
31233,0.5
31234,0.5
31235,0.5
31236,0.5
31237,0.5
31238,0.5
31239,0.5
31240,0.5
31241,0.5
31242,0.5
31243,0.5
31244,0.5
31245,0.5
31246,0.5
31247,0.5
31248,0.5
31249,0.5
31250,0.5
31251,0.5
31252,0.5
31253,0.5
31254,0.5
31255,0.5
31256,0.5
31257,0.5
31258,0.5
31259,0.5
31260,0.5
31261,0.5
31262,0.5
31263,0.5
31264,0.5
31265,0.5
31266,0.5
31267,0.5
31268,0.5
31269,0.5
31270,0.5
31271,0.5
31272,0.5
31273,0.5
31274,0.5
31275,0.5
31276,0.5
31277,0.5
31278,0.5
31279,0.5
31280,0.5
31281,0.5
31282,0.5
31283,0.5
31284,0.5
31285,0.5
31286,0.5
31287,0.5
31288,0.5
31289,0.5
31290,0.5
31291,0.5
31292,0.5
31293,0.5
31294,0.5
31295,0.5
31296,0.5
31297,0.5
31298,0.5
31299,0.5
31300,0.5
31301,0.5
31302,0.5
31303,0.5
31304,0.5
31305,0.5
31306,0.5
31307,0.5
31308,0.5
31309,0.5
31310,0.5
31311,0.5
31312,0.5
31313,0.5
31314,0.5
31315,0.5
31316,0.5
31317,0.5
31318,0.5
31319,0.5
31320,0.5
31321,0.5
31322,0.5
31323,0.5
31324,0.5
31325,0.5
31326,0.5
31327,0.5
31328,0.5
31329,0.5
31330,0.5
31331,0.5
31332,0.5
31333,0.5
31334,0.5
31335,0.5
31336,0.5
31337,0.5
31338,0.5
31339,0.5
31340,0.5
31341,0.5
31342,0.5
31343,0.5
31344,0.5
31345,0.5
31346,0.5
31347,0.5
31348,0.5
31349,0.5
31350,0.5
31351,0.5
31352,0.5
31353,0.5
31354,0.5
31355,0.5
31356,0.5
31357,0.5
31358,0.5
31359,0.5
31360,0.5
31361,0.5
31362,0.5
31363,0.5
31364,0.5
31365,0.5
31366,0.5
31367,0.5
31368,0.5
31369,0.5
31370,0.5
31371,0.5
31372,0.5
31373,0.5
31374,0.5
31375,0.5
31376,0.5
31377,0.5
31378,0.5
31379,0.5
31380,0.5
31381,0.5
31382,0.5
31383,0.5
31384,0.5
31385,0.5
31386,0.5
31387,0.5
31388,0.5
31389,0.5
31390,0.5
31391,0.5
31392,0.5
31393,0.5
31394,0.5
31395,0.5
31396,0.5
31397,0.5
31398,0.5
31399,0.5
31400,0.5
31401,0.5
31402,0.5
31403,0.5
31404,0.5
31405,0.5
31406,0.5
31407,0.5
31408,0.5
31409,0.5
31410,0.5
31411,0.5
31412,0.5
31413,0.5
31414,0.5
31415,0.5
31416,0.5
31417,0.5
31418,0.5
31419,0.5
31420,0.5
31421,0.5
31422,0.5
31423,0.5
31424,0.5
31425,0.5
31426,0.5
31427,0.5
31428,0.5
31429,0.5
31430,0.5
31431,0.5
31432,0.5
31433,0.5
31434,0.5
31435,0.5
31436,0.5
31437,0.5
31438,0.5
31439,0.5
31440,0.5
31441,0.5
31442,0.5
31443,0.5
31444,0.5
31445,0.5
31446,0.5
31447,0.5
31448,0.5
31449,0.5
31450,0.5
31451,0.5
31452,0.5
31453,0.5
31454,0.5
31455,0.5
31456,0.5
31457,0.5
31458,0.5
31459,0.5
31460,0.5
31461,0.5
31462,0.5
31463,0.5
31464,0.5
31465,0.5
31466,0.5
31467,0.5
31468,0.5
31469,0.5
31470,0.5
31471,0.5
31472,0.5
31473,0.5
31474,0.5
31475,0.5
31476,0.5
31477,0.5
31478,0.5
31479,0.5
31480,0.5
31481,0.5
31482,0.5
31483,0.5
31484,0.5
31485,0.5
31486,0.5
31487,0.5
31488,0.5
31489,0.5
31490,0.5
31491,0.5
31492,0.5
31493,0.5
31494,0.5
31495,0.5
31496,0.5
31497,0.5
31498,0.5
31499,0.5
31500,0.5
31501,0.5
31502,0.5
31503,0.5
31504,0.5
31505,0.5
31506,0.5
31507,0.5
31508,0.5
31509,0.5
31510,0.5
31511,0.5
31512,0.5
31513,0.5
31514,0.5
31515,0.5
31516,0.5
31517,0.5
31518,0.5
31519,0.5
31520,0.5
31521,0.5
31522,0.5
31523,0.5
31524,0.5
31525,0.5
31526,0.5
31527,0.5
31528,0.5
31529,0.5
31530,0.5
31531,0.5
31532,0.5
31533,0.5
31534,0.5
31535,0.5
31536,0.5
31537,0.5
31538,0.5
31539,0.5
31540,0.5
31541,0.5
31542,0.5
31543,0.5
31544,0.5
31545,0.5
31546,0.5
31547,0.5
31548,0.5
31549,0.5
31550,0.5
31551,0.5
31552,0.5
31553,0.5
31554,0.5
31555,0.5
31556,0.5
31557,0.5
31558,0.5
31559,0.5
31560,0.5
31561,0.5
31562,0.5
31563,0.5
31564,0.5
31565,0.5
31566,0.5
31567,0.5
31568,0.5
31569,0.5
31570,0.5
31571,0.5
31572,0.5
31573,0.5
31574,0.5
31575,0.5
31576,0.5
31577,0.5
31578,0.5
31579,0.5
31580,0.5
31581,0.5
31582,0.5
31583,0.5
31584,0.5
31585,0.5
31586,0.5
31587,0.5
31588,0.5
31589,0.5
31590,0.5
31591,0.5
31592,0.5
31593,0.5
31594,0.5
31595,0.5
31596,0.5
31597,0.5
31598,0.5
31599,0.5
31600,0.5
31601,0.5
31602,0.5
31603,0.5
31604,0.5
31605,0.5
31606,0.5
31607,0.5
31608,0.5
31609,0.5
31610,0.5
31611,0.5
31612,0.5
31613,0.5
31614,0.5
31615,0.5
31616,0.5
31617,0.5
31618,0.5
31619,0.5
31620,0.5
31621,0.5
31622,0.5
31623,0.5
31624,0.5
31625,0.5
31626,0.5
31627,0.5
31628,0.5
31629,0.5
31630,0.5
31631,0.5
31632,0.5
31633,0.5
31634,0.5
31635,0.5
31636,0.5
31637,0.5
31638,0.5
31639,0.5
31640,0.5
31641,0.5
31642,0.5
31643,0.5
31644,0.5
31645,0.5
31646,0.5
31647,0.5
31648,0.5
31649,0.5
31650,0.5
31651,0.5
31652,0.5
31653,0.5
31654,0.5
31655,0.5
31656,0.5
31657,0.5
31658,0.5
31659,0.5
31660,0.5
31661,0.5
31662,0.5
31663,0.5
31664,0.5
31665,0.5
31666,0.5
31667,0.5
31668,0.5
31669,0.5
31670,0.5
31671,0.5
31672,0.5
31673,0.5
31674,0.5
31675,0.5
31676,0.5
31677,0.5
31678,0.5
31679,0.5
31680,0.5
31681,0.5
31682,0.5
31683,0.5
31684,0.5
31685,0.5
31686,0.5
31687,0.5
31688,0.5
31689,0.5
31690,0.5
31691,0.5
31692,0.5
31693,0.5
31694,0.5
31695,0.5
31696,0.5
31697,0.5
31698,0.5
31699,0.5
31700,0.5
31701,0.5
31702,0.5
31703,0.5
31704,0.5
31705,0.5
31706,0.5
31707,0.5
31708,0.5
31709,0.5
31710,0.5
31711,0.5
31712,0.5
31713,0.5
31714,0.5
31715,0.5
31716,0.5
31717,0.5
31718,0.5
31719,0.5
31720,0.5
31721,0.5
31722,0.5
31723,0.5
31724,0.5
31725,0.5
31726,0.5
31727,0.5
31728,0.5
31729,0.5
31730,0.5
31731,0.5
31732,0.5
31733,0.5
31734,0.5
31735,0.5
31736,0.5
31737,0.5
31738,0.5
31739,0.5
31740,0.5
31741,0.5
31742,0.5
31743,0.5
31744,0.5
31745,0.5
31746,0.5
31747,0.5
31748,0.5
31749,0.5
31750,0.5
31751,0.5
31752,0.5
31753,0.5
31754,0.5
31755,0.5
31756,0.5
31757,0.5
31758,0.5
31759,0.5
31760,0.5
31761,0.5
31762,0.5
31763,0.5
31764,0.5
31765,0.5
31766,0.5
31767,0.5
31768,0.5
31769,0.5
31770,0.5
31771,0.5
31772,0.5
31773,0.5
31774,0.5
31775,0.5
31776,0.5
31777,0.5
31778,0.5
31779,0.5
31780,0.5
31781,0.5
31782,0.5
31783,0.5
31784,0.5
31785,0.5
31786,0.5
31787,0.5
31788,0.5
31789,0.5
31790,0.5
31791,0.5
31792,0.5
31793,0.5
31794,0.5
31795,0.5
31796,0.5
31797,0.5
31798,0.5
31799,0.5
31800,0.5
31801,0.5
31802,0.5
31803,0.5
31804,0.5
31805,0.5
31806,0.5
31807,0.5
31808,0.5
31809,0.5
31810,0.5
31811,0.5
31812,0.5
31813,0.5
31814,0.5
31815,0.5
31816,0.5
31817,0.5
31818,0.5
31819,0.5
31820,0.5
31821,0.5
31822,0.5
31823,0.5
31824,0.5
31825,0.5
31826,0.5
31827,0.5
31828,0.5
31829,0.5
31830,0.5
31831,0.5
31832,0.5
31833,0.5
31834,0.5
31835,0.5
31836,0.5
31837,0.5
31838,0.5
31839,0.5
31840,0.5
31841,0.5
31842,0.5
31843,0.5
31844,0.5
31845,0.5
31846,0.5
31847,0.5
31848,0.5
31849,0.5
31850,0.5
31851,0.5
31852,0.5
31853,0.5
31854,0.5
31855,0.5
31856,0.5
31857,0.5
31858,0.5
31859,0.5
31860,0.5
31861,0.5
31862,0.5
31863,0.5
31864,0.5
31865,0.5
31866,0.5
31867,0.5
31868,0.5
31869,0.5
31870,0.5
31871,0.5
31872,0.5
31873,0.5
31874,0.5
31875,0.5
31876,0.5
31877,0.5
31878,0.5
31879,0.5
31880,0.5
31881,0.5
31882,0.5
31883,0.5
31884,0.5
31885,0.5
31886,0.5
31887,0.5
31888,0.5
31889,0.5
31890,0.5
31891,0.5
31892,0.5
31893,0.5
31894,0.5
31895,0.5
31896,0.5
31897,0.5
31898,0.5
31899,0.5
31900,0.5
31901,0.5
31902,0.5
31903,0.5
31904,0.5
31905,0.5
31906,0.5
31907,0.5
31908,0.5
31909,0.5
31910,0.5
31911,0.5
31912,0.5
31913,0.5
31914,0.5
31915,0.5
31916,0.5
31917,0.5
31918,0.5
31919,0.5
31920,0.5
31921,0.5
31922,0.5
31923,0.5
31924,0.5
31925,0.5
31926,0.5
31927,0.5
31928,0.5
31929,0.5
31930,0.5
31931,0.5
31932,0.5
31933,0.5
31934,0.5
31935,0.5
31936,0.5
31937,0.5
31938,0.5
31939,0.5
31940,0.5
31941,0.5
31942,0.5
31943,0.5
31944,0.5
31945,0.5
31946,0.5
31947,0.5
31948,0.5
31949,0.5
31950,0.5
31951,0.5
31952,0.5
31953,0.5
31954,0.5
31955,0.5
31956,0.5
31957,0.5
31958,0.5
31959,0.5
31960,0.5
31961,0.5
31962,0.5
31963,0.5
31964,0.5
31965,0.5
31966,0.5
31967,0.5
31968,0.5
31969,0.5
31970,0.5
31971,0.5
31972,0.5
31973,0.5
31974,0.5
31975,0.5
31976,0.5
31977,0.5
31978,0.5
31979,0.5
31980,0.5
31981,0.5
31982,0.5
31983,0.5
31984,0.5
31985,0.5
31986,0.5
31987,0.5
31988,0.5
31989,0.5
31990,0.5
31991,0.5
31992,0.5
31993,0.5
31994,0.5
31995,0.5
31996,0.5
31997,0.5
